Set,CN,Name,R,La,Artist
PLST,INV-304,Juntu Stakes,R,EN,Mark Brill
PLST,CHK-70,Jushi Apprentice // Tomoya the Revealer,R,EN,Glen Angus
PLST,WWK-32,Jwari Shapeshifter,R,EN,Kev Walker
PLST,OGW-58,Jwar Isle Avenger,C,EN,Ryan Pancoast
PLST,DDP-4,Kabira Vindicator,U,EN,Steven Belledin
PLST,MIR-185,Kaervek's Torch,C,EN,John Coulthart
PLST,NEO-226,Kaito Shizuki,M,EN,Yongjae Choi
PLST,C20-9,"Kalamax, the Stormsire",M,EN,Nicholas Gregory
PLST,WWK-59,Kalastria Highborn,R,EN,D. Alexander Gregory
PLST,BFZ-115,Kalastria Nightwatch,C,EN,Jama Jurabaev
PLST,MH2-227,Kaldra Compleat,M,EN,Vincent Proce
PLST,OGW-86,"Kalitas, Traitor of Ghet",M,EN,Todd Lockwood
PLST,M14-181,Kalonian Hydra,M,EN,Chris Rahn
PLST,BOK-10,Kami of False Hope,C,EN,Daren Bader
PLST,INV-253,"Kangee, Aerie Keeper",R,EN,Mark Romanoski
PLST,NEO-198,Kappa Tech-Wrecker,U,EN,Jehan Choo
PLST,CMD-207,"Karador, Ghost Chieftain",M,EN,Todd Lockwood
PLST,BNG-148,"Karametra, God of Harvests",M,EN,Eric Deschamps
PLST,THB-26,Karametra's Blessing,C,EN,Wisnu Tan
PLST,ROE-152,Kargan Dragonlord,M,EN,Jason Chan
PLST,AER-87,"Kari Zev, Skyship Raider",R,EN,Brad Rigney
PLST,NPH-1,Karn Liberated,M,EN,Jason Chan
PLST,VIS-165,Karoo,U,EN,Zina Saunders
PLST,C14-303,Karoo,U,EN,Zina Saunders
PLST,M3C-351,Karplusan Forest,R,EN,Sam Burley
PLST,CSP-86,Karplusan Minotaur,R,EN,Wayne England
PLST,ARB-117,"Karrthus, Tyrant of Jund",M,EN,Dave Kendall
PLST,DST-77,Karstoderm,U,EN,Tony Szczudlo
PLST,C21-221,"Kaseto, Orochi Archmage",M,EN,Aaron Miller
PLST,WAR-56,"Kasmina, Enigmatic Mentor",U,EN,Magali Villeneuve
PLST,SOK-14,"Kataki, War's Wage",R,EN,Matt Thompson
PLST,PCA-98,Kathari Remnant,U,EN,Anthony S. Waters
PLST,A25-175,Kavu Climber,C,EN,Jonathan Kuo
PLST,PLC-132,Kavu Predator,U,EN,Dan Murayama Scott
PLST,MM2-146,Kavu Primarch,C,EN,Kev Walker
PLST,CN2-75,"Kaya, Ghost Assassin",M,EN,Chris Rallis
PLST,RNA-186,"Kaya, Orzhov Usurper",M,EN,Yongjae Choi
PLST,WAR-94,Kaya's Ghostform,C,EN,Johan Grenier
PLST,ZEN-16,Kazandu Blademaster,U,EN,Michael Komarck
PLST,C18-261,Kazandu Refuge,U,EN,Franz Vohwinkel
PLST,CON-48,Kederekt Parasite,R,EN,Dan Murayama Scott
PLST,PLC-152,Keen Sense,U,EN,Jim Nelson
PLST,ELD-163,Keeper of Fables,U,EN,Alex Konstad
PLST,CMR-27,Keeper of the Accord,R,EN,Denman Rooke
PLST,EXO-65,Keeper of the Dead,U,EN,Brom
PLST,LGN-42,Keeper of the Nine Gales,R,EN,Jim Nelson
PLST,UDS-90,Keldon Champion,U,EN,Mark Tedin
PLST,IMA-135,Keldon Halberdier,C,EN,Paolo Parente
PLST,DOM-134,Keldon Overseer,C,EN,Jason A. Engle
PLST,DMU-136,Keldon Strike Team,C,EN,Josu Hernaiz
PLST,STX-45,Kelpie Guide,U,EN,Ilse Gort
PLST,JMP-15,"Kels, Fight Fixer",R,EN,Magali Villeneuve
PLST,MBS-9,Kemba's Legion,U,EN,Anthony Francisco
PLST,AFC-162,Kenrith's Transformation,U,EN,Kimonas Theodossiou
PLST,ELD-303,"Kenrith, the Returned King",M,EN,Kieran Yanner
PLST,IKO-250,Ketria Triome,R,EN,Sam Burley
PLST,DDR-28,Khalni Garden,C,EN,Ryan Pancoast
PLST,C18-154,Khalni Heart Expedition,C,EN,Jason Chan
PLST,ROE-192,Khalni Hydra,M,EN,Todd Lockwood
PLST,HOU-100,Khenra Scrapper,C,EN,Jesper Ejsing
PLST,TSP-275,Kher Keep,R,EN,Paolo Parente
PLST,CHK-175,"Kiki-Jiki, Mirror Breaker",R,EN,Pete Venters
PLST,MM2-121,"Kiki-Jiki, Mirror Breaker",M,EN,Steven Belledin
PLST,EXO-37,Killer Whale,U,EN,Stephen Daniele
PLST,IMA-137,Kiln Fiend,C,EN,Adi Granov
PLST,DDG-59,Kilnmouth Dragon,R,EN,Carl Critchlow
PLST,C17-5,Kindred Boon,R,EN,McLean Kendree
PLST,C17-11,Kindred Discovery,R,EN,Lake Hurwitz
PLST,C17-18,Kindred Dominance,R,EN,Bram Sels
PLST,MH1-16,King of the Pride,U,EN,Jonathan Kuo
PLST,GTC-173,Kingpin's Pet,C,EN,Mark Zug
PLST,IKO-192,"Kinnan, Bonder Prodigy",M,EN,Jason Rainville
PLST,MOR-15,Kinsbaile Cavalier,R,EN,Wayne Reynolds
PLST,KTK-183,Kin-Tree Invocation,U,EN,Ryan Alexander Lee
PLST,KTK-139,Kin-Tree Warden,C,EN,Volkan Baǵa
PLST,WAR-232,"Kiora, Behemoth Beckoner",U,EN,Jaime Jones
PLST,WAR-58,Kiora's Dambreaker,C,EN,Mathias Kollros
PLST,DDO-52,Kiora's Follower,U,EN,Eric Deschamps
PLST,EMA-137,Kird Ape,C,EN,Terese Nielsen
PLST,OTC-7,"Kirri, Talented Sprout",M,EN,Simon Dominic
PLST,BBD-225,Kiss of the Amesha,U,EN,Todd Lockwood
PLST,M12-210,Kite Shield,U,EN,Jim Pavelec
PLST,CHK-25,Kitsune Blademaster,C,EN,Keith Garletts
PLST,NCC-4,"Kitt Kanto, Mayhem Diva",M,EN,Fariba Khamseh
PLST,AFC-50,"Klauth, Unrivaled Ancient",M,EN,Andrew Mar
PLST,THB-220,"Klothys, God of Destiny",M,EN,Magali Villeneuve
PLST,ALA-17,Knight-Captain of Eos,R,EN,Chris Rahn
PLST,DDG-14,Knight Exemplar,R,EN,Jason Chan
PLST,M11-20,Knight Exemplar,R,EN,Jason Chan
PLST,RTR-13,Knightly Valor,C,EN,Matt Stewart
PLST,DDP-5,Knight of Cliffhaven,C,EN,Matt Cavotta
PLST,TMP-26,Knight of Dawn,U,EN,Ron Spencer
PLST,DDG-5,Knight of Meadowgrain,U,EN,Larry MacDougall
PLST,MH1-17,Knight of Old Benalia,C,EN,Dan Murayama Scott
PLST,RNA-14,Knight of Sorrows,C,EN,Zezhou Chen
PLST,TSP-26,Knight of the Holy Nimbus,U,EN,Wayne England
PLST,A25-19,Knight of the Skyward Eye,C,EN,Matt Stewart
PLST,M19-18,Knight of the Tusk,C,EN,Jesper Ejsing
PLST,SHM-98,Knollspine Dragon,R,EN,Steve Prescott
PLST,MBS-111,Knowledge Pool,R,EN,Mike Bierek
PLST,MOC-306,Kodama's Reach,C,EN,John Avon
PLST,DTK-224,Kolaghan's Command,R,EN,Daarken
PLST,DTK-145,Kolaghan Stormsinger,C,EN,Scott Murphy
PLST,MAT-67,Kolaghan Warmonger,U,EN,Domenico Cava
PLST,KHM-181,"Kolvori, God of Kinship // The Ringhart Crest",R,EN,Grzegorz Rutkowski
PLST,NEC-21,Komainu Battle Armor,R,EN,Néstor Ossandón Leal
PLST,BFZ-34,Kor Bladewhirl,U,EN,Steven Belledin
PLST,DDI-13,Kor Cartographer,C,EN,Ryan Pancoast
PLST,ZNR-22,Kor Celebrant,C,EN,Jake Murray
PLST,CNS-73,Kor Chant,C,EN,Yohann Schepacz
PLST,A25-21,Kor Firewalker,U,EN,Matt Stewart
PLST,EMA-18,Kor Hookmaster,C,EN,Wayne Reynolds
PLST,FUT-87,"Korlash, Heir to Blackblade",R,EN,Daarken
PLST,OGW-24,Kor Sky Climber,C,EN,Victor Adame Minguez
PLST,DDO-16,Kor Skyfisher,C,EN,Dan Murayama Scott
PLST,ROE-31,Kor Spiritdancer,R,EN,Scott Chou
PLST,ELD-329,"Korvold, Fae-Cursed King",M,EN,Wisnu Tan
PLST,UMA-6,"Kozilek, Butcher of Truth",M,EN,Michael Komarck
PLST,MM2-147,Kozilek's Predator,C,EN,Steve Argyle
PLST,MRD-190,Krark's Thumb,R,EN,Ron Spencer
PLST,CMR-189,"Krark, the Thumbless",R,EN,Mathias Kollros
PLST,GRN-135,Kraul Foragers,C,EN,Aaron Miller
PLST,GRN-136,Kraul Harpooner,U,EN,Kev Walker
PLST,BBD-204,Kraul Warrior,C,EN,David Rapoza
PLST,DDT-52,"Krenko, Mob Boss",R,EN,Karl Kopinski
PLST,DDT-53,Krenko's Command,C,EN,Karl Kopinski
PLST,M15-152,Krenko's Enforcer,C,EN,Karl Kopinski
PLST,WAR-137,"Krenko, Tin Street Kingpin",R,EN,Mark Behm
PLST,DOM-167,Krosan Druid,C,EN,Bastien L. Deharme
PLST,ONS-272,Krosan Tusker,C,EN,Kev Walker
PLST,DDU-14,Krosan Tusker,C,EN,Kev Walker
PLST,ZNC-134,Krosan Verge,U,EN,Ruxing Gao
PLST,C18-263,Krosan Verge,U,EN,Tony Szczudlo
PLST,LGN-131,Krosan Vorine,C,EN,Carl Critchlow
PLST,VMA-77,Krovikan Sorcerer,C,EN,Igor Kieryluk
PLST,C19-18,"K'rrik, Son of Yawgmoth",R,EN,Chase Stone
PLST,KTK-77,Krumar Bond-Kin,C,EN,Kev Walker
PLST,JOU-152,"Kruphix, God of Horizons",M,EN,Daarken
PLST,AFR-343,Krydle of Baldur's Gate,U,EN,Jeff Dee
PLST,SOM-96,Kuldotha Rebirth,C,EN,Goran Josic
PLST,SHM-190,Kulrath Knight,U,EN,Daarken
PLST,CMR-284,"Kwain, Itinerant Meddler",R,EN,Lucas Graciano
PLST,C16-36,Kynaios and Tiro of Meletis,M,EN,Willian Murai
PLST,MMQ-198,Kyren Negotiations,U,EN,Scott Hampton
PLST,ORI-23,"Kytheon, Hero of Akros // Gideon, Battle-Forged",M,EN,Willian Murai
PLST,EMN-67,Laboratory Brute,C,EN,Yeong-Hao Han
PLST,ISD-61,Laboratory Maniac,R,EN,Jason Felix
PLST,UMA-61,Laboratory Maniac,U,EN,Jason Felix
PLST,AKH-60,Labyrinth Guardian,U,EN,Yeong-Hao Han
PLST,JOU-14,Lagonna-Band Trailblazer,C,EN,James Zapata
PLST,VOW-207,Laid to Rest,U,EN,Colin Boyer
PLST,THB-103,Lampad of Death's Vigil,C,EN,Jason Felix
PLST,MMQ-255,Land Grant,C,EN,D. Alexander Gregory
PLST,BBD-94,Land Tax,M,EN,Chuck Lukacs
PLST,5DN-135,Lantern of Insight,U,EN,Greg Hildebrandt
PLST,CON-9,Lapse of Certainty,C,EN,Anthony Francisco
PLST,KLD-160,Larger Than Life,C,EN,Jaime Jones
PLST,PLS-9,Lashknife Barrier,U,EN,Paolo Parente
PLST,STX-74,Lash of Malice,C,EN,Slawomir Maniak
PLST,LRW-183,Lash Out,C,EN,Scott Hampton
PLST,EMN-9,Lashweed Lurker,U,EN,Igor Kieryluk
PLST,MMQ-27,Last Breath,U,EN,DiTerlizzi
PLST,MOR-39,Latchkey Faerie,C,EN,Warren Mahy
PLST,MH2-329,Late to Dinner,C,EN,Kev Walker
PLST,GN2-41,"Lathliss, Dragon Queen",R,EN,Alex Konstad
PLST,DDK-50,Lavaborn Muse,R,EN,Brian Snõddy
PLST,GRN-108,Lava Coil,U,EN,Wesley Burt
PLST,JUD-94,Lava Dart,C,EN,Darrell Riche
PLST,WTH-109,Lava Hounds,U,EN,Steve White
PLST,KLD-86,Lawless Broker,C,EN,Darek Zabrocki
PLST,RNA-190,Lawmage's Binding,C,EN,Mark Behm
PLST,AKH-61,Lay Claim,U,EN,Chris Rallis
PLST,CN2-185,Lay of the Land,C,EN,Chuck Lukacs
PLST,GRN-184,"Lazav, the Multifarious",M,EN,Yongjae Choi
PLST,WAR-95,Lazotep Behemoth,C,EN,Zezhou Chen
PLST,WAR-59,Lazotep Plating,U,EN,Yeong-Hao Han
PLST,BBD-205,Lead by Example,C,EN,Johannes Voss
PLST,DDU-16,Lead the Stampede,C,EN,Efrem Palacios
PLST,MOR-128,Leaf-Crowned Elder,R,EN,Wayne Reynolds
PLST,STH-35,Leap,C,EN,Kev Walker
PLST,GRN-42,Leapfrog,C,EN,Aaron Miller
PLST,KTK-114,Leaping Master,C,EN,Anastasia Ovchinnikova
PLST,AFR-248,Leather Armor,C,EN,Martina Pilcerova
PLST,WWK-107,Leatherback Baloth,U,EN,Dave Kendall
PLST,TMP-71,Legacy's Allure,U,EN,Daren Bader
PLST,APC-137,Legacy Weapon,R,EN,John Avon
PLST,TMP-72,Legerdemain,U,EN,Daren Bader
PLST,XLN-22,"Legion's Landing // Adanto, the First Fort",R,EN,Svetlin Velinov
PLST,C17-64,Leonin Arbiter,R,EN,Shelly Wan
PLST,MBS-10,Leonin Relic-Warder,U,EN,Greg Staples
PLST,C17-65,Leonin Relic-Warder,U,EN,Greg Staples
PLST,GS1-23,Leopard-Spotted Jiao,C,EN,Shinchuen Chen
PLST,CN2-77,"Leovold, Emissary of Trest",M,EN,Magali Villeneuve
PLST,PCY-97,Lesser Gargadon,U,EN,Rob Alexander
PLST,HOU-67,Lethal Sting,C,EN,Randy Vargas
PLST,STX-256,Letter of Acceptance,C,EN,Daniel Ljunggren
PLST,MRD-195,Leveler,R,EN,Carl Critchlow
PLST,ARB-24,Lich Lord of Unx,R,EN,Dave Allsop
PLST,ALA-210,Lich's Mirror,M,EN,Ash Wood
PLST,CMR-286,"Liesa, Shroud of Dusk",R,EN,Slawomir Maniak
PLST,CN2-16,Lieutenants of the Guard,C,EN,Johannes Voss
PLST,BFZ-177,Lifespring Druid,C,EN,Willian Murai
PLST,C18-68,Lightform,U,EN,Steve Prescott
PLST,TSB-94,Lightning Angel,R,EN,rk post
PLST,TSP-168,Lightning Axe,C,EN,Dan Murayama Scott
PLST,A25-141,Lightning Bolt,U,EN,Christopher Moeller
PLST,PF19-1,Lightning Bolt,R,EN,Kekai Kotaki
PLST,E01-54,Lightning Bolt,U,EN,Christopher Moeller
PLST,MOR-93,Lightning Crafter,R,EN,Dan Murayama Scott
PLST,CMM-398,Lightning Greaves,U,EN,Michael Komarck
PLST,2XM-267,Lightning Greaves,U,EN,Jeremy Jarvis
PLST,C19-217,Lightning Greaves,U,EN,Michael Komarck
PLST,GK1-90,Lightning Helix,U,EN,Kev Walker
PLST,ORI-153,Lightning Javelin,C,EN,Seb McKinnon
PLST,AVR-144,Lightning Mauler,U,EN,Dave Kendall
PLST,FRF-106,Lightning Shrieker,C,EN,Slawomir Maniak
PLST,MH1-208,Lightning Skelemental,R,EN,Nicholas Gregory
PLST,CSP-89,Lightning Storm,U,EN,Luca Zontini
PLST,BBD-180,Lightning Talons,C,EN,Johann Bodin
PLST,TMP-27,Light of Day,U,EN,Drew Tucker
PLST,RNA-107,Light Up the Stage,U,EN,Dmitry Burmak
PLST,BBD-95,Lightwalker,C,EN,Winona Nelson
PLST,DDD-16,Lignify,C,EN,Jesper Ejsing
PLST,M21-328,"Liliana, Death Mage",M,EN,Kieran Yanner
PLST,AKH-97,"Liliana, Death's Majesty",M,EN,Chris Rallis
PLST,TORI-13,"Liliana, Defiant Necromancer Emblem",C,EN,Karla Ortiz
PLST,ORI-106,"Liliana, Heretical Healer // Liliana, Defiant Necromancer",M,EN,Karla Ortiz
PLST,M11-103,Liliana's Caress,U,EN,Steve Argyle
PLST,M21-109,Liliana's Devotee,U,EN,Colin Boyer
PLST,M21-298,Liliana's Devotee,U,EN,Colin Boyer
PLST,M11-104,Liliana's Specter,C,EN,Vance Kovacs
PLST,EMN-93,"Liliana, the Last Hope",M,EN,Anna Steinbauer
PLST,ELD-20,"Linden, the Steadfast Queen",R,EN,Ryan Pancoast
PLST,MM3-12,Lingering Souls,U,EN,John Stanko
PLST,ZNR-226,"Linvala, Shield of Sea Gate",R,EN,Wayne Reynolds
PLST,NEO-26,Lion Sash,R,EN,Yongjae Choi
PLST,A25-96,Living Death,R,EN,Mark Winters
PLST,M19-314,Llanowar Elves,C,EN,Chris Rahn
PLST,DDU-18,Llanowar Empath,C,EN,Warren Mahy
PLST,ARC-129,Llanowar Reborn,U,EN,Philip Straub
PLST,M21-193,Llanowar Visionary,C,EN,Cristi Balanescu
PLST,OTC-305,Llanowar Wastes,R,EN,Lucas Graciano
PLST,TOR-42,"Llawan, Cephalid Empress",R,EN,Mark Zug
PLST,WWK-13,Loam Lion,U,EN,Daniel Ljunggren
PLST,AFR-112,"Lolth, Spider Queen",M,EN,Tyler Jacobson
PLST,DDN-49,Lone Missionary,C,EN,Svetlin Velinov
PLST,ELD-21,Lonesome Unicorn // Rider in Need,C,EN,Winona Nelson
PLST,KTK-140,Longshot Squad,C,EN,Wesley Burt
PLST,SCG-38,Long-Term Plans,U,EN,Ben Thompson
PLST,MH2-204,"Lonis, Cryptozoologist",R,EN,Andrew Mar
PLST,XLN-23,Looming Altisaur,C,EN,Lars Grant-West
PLST,TSP-66,Looter il-Kor,C,EN,Mike Dringenberg
PLST,AKH-99,Lord of the Accursed,U,EN,Grzegorz Rutkowski
PLST,PLS-44,Lord of the Undead,R,EN,Brom
PLST,ZEN-53,"Lorthos, the Tidemaker",M,EN,Kekai Kotaki
PLST,5DN-52,Lose Hope,C,EN,Matt Cavotta
PLST,TSP-259,Lotus Bloom,R,EN,Mark Zug
PLST,UMA-23,Lotus-Eye Mystics,C,EN,Dan Murayama Scott
PLST,TMP-294,Lotus Petal,C,EN,April Lee
PLST,CSP-90,Lovisa Coldeyes,R,EN,Brian Snõddy
PLST,RAV-25,Loxodon Gatekeeper,R,EN,Carl Critchlow
PLST,DDO-17,Loxodon Partisan,C,EN,Matt Stewart
PLST,C17-216,Loxodon Warhammer,U,EN,Jeremy Jarvis
PLST,C18-23,Loyal Apprentice,U,EN,Joe Slucher
PLST,A25-22,Loyal Sentry,C,EN,Sara Winters
PLST,C18-4,Loyal Unicorn,U,EN,Volkan Baǵa
PLST,AFR-23,Loyal Warhound,R,EN,Dmitry Burmak
PLST,ELD-226,Lucky Clover,U,EN,John Stanko
PLST,MID-233,"Ludevic, Necrogenius // Olag, Ludevic's Hubris",R,EN,Ryan Pancoast
PLST,IKO-125,"Lukka, Coppercoat Outcast",M,EN,Chris Rallis
PLST,TSTX-8,"Lukka, Wayward Bonder Emblem",C,EN,Kieran Yanner
PLST,FUT-25,Lumithread Field,C,EN,Scott Altmann
PLST,5DN-136,Lunar Avenger,U,EN,Paolo Parente
PLST,A25-24,Lunarch Mantle,C,EN,Anastasia Ovchinnikova
PLST,MID-147,Lunar Frenzy,U,EN,Alix Branwyn
PLST,IMA-175,Lure,U,EN,D. Alexander Gregory
PLST,M10-190,Lurking Predators,R,EN,Mike Bierek
PLST,SOI-121,Macabre Waltz,C,EN,Willian Murai
PLST,MMA-90,Mad Auntie,U,EN,Wayne Reynolds
PLST,MM3-99,Madcap Skills,C,EN,Anthony Palumbo
PLST,ELD-130,Mad Ratter,U,EN,Johann Bodin
PLST,CON-115,Maelstrom Archangel,M,EN,Cyril Van Der Haegen
PLST,ARB-130,Maelstrom Nexus,M,EN,Steven Belledin
PLST,KHM-142,"Magda, Brazen Outlaw",R,EN,Slawomir Maniak
PLST,INV-154,Mages' Contest,R,EN,Bradley Williams
PLST,DIS-162,Magewright's Stone,U,EN,Carl Critchlow
PLST,AFR-154,Magic Missile,U,EN,PINDURSKI
PLST,AKH-141,Magma Spray,C,EN,Svetlin Velinov
PLST,CMD-128,Magmatic Force,R,EN,Jung Park
PLST,ORI-155,Magmatic Insight,U,EN,Ryan Barger
PLST,UMA-138,Magmaw,U,EN,Karl Kopinski
PLST,PLS-82,Magnigoth Treefolk,R,EN,Peter Bollinger
PLST,FUT-12,Magus of the Moat,R,EN,John Avon
PLST,FUT-101,Magus of the Moon,R,EN,Franz Vohwinkel
PLST,FUT-132,Magus of the Vineyard,R,EN,Jim Murray
PLST,IMA-64,Mahamoti Djinn,U,EN,Greg Staples
PLST,KHM-222,"Maja, Bretagard Protector",U,EN,Lie Setiawan
PLST,SNC-48,Majestic Metamorphosis,C,EN,Ben Hill
PLST,OGW-26,Make a Stand,U,EN,Magali Villeneuve
PLST,BFZ-148,Makindi Sliderunner,C,EN,Matt Stewart
PLST,AVR-148,Malignus,M,EN,Jung Park
PLST,EXO-38,Mana Breach,U,EN,Rebecca Guay
PLST,EMA-225,Mana Crypt,M,EN,Matt Stewart
PLST,5DN-75,Mana Geyser,C,EN,Martina Pilcerova
PLST,DDN-64,Mana Leak,C,EN,Howard Lyon
PLST,SHM-211,Manamorphose,C,EN,Jeff Miracola
PLST,PLC-25,Mana Tithe,C,EN,Martina Pilcerova
PLST,CMM-900,Manaweft Sliver,U,EN,Franz Vohwinkel
PLST,M14-184,Manaweft Sliver,U,EN,Trevor Claxton
PLST,M21-27,"Mangara, the Diplomat",M,EN,Howard Lyon
PLST,AKH-175,Manglehorn,U,EN,Lius Lasahido
PLST,INV-60,Manipulate Fate,U,EN,John Matson
PLST,CLB-356,Manor Gate,C,EN,Andreas Rocha
PLST,POR-59,Man-o'-War,U,EN,Una Fricker
PLST,VIS-37,Man-o'-War,C,EN,Jon J Muth
PLST,A25-64,Man-o'-War,C,EN,Jon J Muth
PLST,KTK-184,Mantis Rider,R,EN,Johann Bodin
PLST,ORI-187,Mantle of Webs,C,EN,Mathias Kollros
PLST,FRF-134,Map the Wastes,C,EN,Volkan Baǵa
PLST,ELD-196,Maraleaf Pixie,U,EN,Matt Cavotta
PLST,HOU-70,Marauding Boneslasher,C,EN,Victor Adame Minguez
PLST,M20-150,Marauding Raptor,R,EN,Bayard Wu
PLST,MIR-310,Marble Diamond,U,EN,Jeff Miracola
PLST,CN2-44,Marchesa's Decree,U,EN,Chris Rallis
PLST,XLN-112,March of the Drowned,C,EN,Ben Wootten
PLST,MRD-42,March of the Machines,R,EN,Ben Thompson
PLST,KTK-17,Mardu Hordechief,C,EN,Torstein Nordstrand
PLST,KTK-187,Mardu Roughrider,U,EN,Kev Walker
PLST,KTK-117,Mardu Warshrieker,C,EN,Yefim Kligerman
PLST,C19-46,"Marisi, Breaker of the Coil",M,EN,Rudy Siswanto
PLST,M15-17,Marked by Honor,C,EN,David Palumbo
PLST,PCA-47,Mark of Mutiny,U,EN,Mike Bierek
PLST,UMA-105,Mark of the Vampire,C,EN,Winona Nelson
PLST,MAT-14,Markov Baron,U,EN,Ina Wong
PLST,8ED-264,Maro,R,EN,Stuart Griffin
PLST,CHK-124,Marrow-Gnawer,R,EN,Wayne Reynolds
PLST,LRW-125,Marsh Flitter,U,EN,Wayne Reynolds
PLST,DTK-109,Marsh Hulk,C,EN,Raf Sarmento
PLST,GK1-91,Martial Glory,C,EN,Raymond Swanland
PLST,CMD-19,Martyr's Bond,R,EN,Ryan Pancoast
PLST,ULG-13,Martyr's Cause,U,EN,Jeff Laubenstein
PLST,MMA-154,Masked Admirers,U,EN,Eric Fortune
PLST,KHM-184,Masked Vandal,C,EN,Jason A. Engle
PLST,C14-249,Mask of Memory,U,EN,Alan Pollack
PLST,KHM-240,Maskwood Nexus,R,EN,Jason A. Engle
PLST,NEM-58,Massacre,U,EN,Pete Venters
PLST,MRD-99,Mass Hysteria,R,EN,Adam Rex
PLST,VOW-208,Massive Might,C,EN,Iris Compiet
PLST,M11-64,Mass Polymorph,R,EN,Christopher Moeller
PLST,TMP-29,Master Decoy,C,EN,Phil Foglio
PLST,WTH-20,Master of Arms,U,EN,Dan Frazier
PLST,DGM-82,Master of Cruelties,M,EN,Chase Stone
PLST,A25-181,Master of the Wild Hunt,M,EN,Kev Walker
PLST,DDT-1,Master of Waves,M,EN,Svetlin Velinov
PLST,NPH-16,Master Splicer,U,EN,Chippy
PLST,NEO-202,Master's Rebuke,C,EN,Francisco Miyara
PLST,CON-31,Master Transmuter,R,EN,Chippy
PLST,DDU-50,Maverick Thopterist,U,EN,Zack Stella
PLST,C18-185,Maverick Thopterist,U,EN,Zack Stella
PLST,GRN-43,Maximize Altitude,C,EN,Mike Bierek
PLST,GRN-111,Maximize Velocity,C,EN,Svetlin Velinov
PLST,WAR-204,Mayhem Devil,U,EN,Dmitry Burmak
PLST,M21-232,Mazemind Tome,R,EN,Randy Gallegos
PLST,DGM-152,Maze's End,M,EN,Cliff Childs
PLST,2XM-209,"Mazirek, Kraul Death Priest",R,EN,Mathias Kollros
PLST,KTK-141,Meandering Towershell,R,EN,YW Tang
PLST,AER-38,Mechanized Production,M,EN,Adam Paquette
PLST,ARB-8,Meddling Mage,R,EN,Todd Lockwood
PLST,M15-19,Meditation Puzzle,C,EN,Mark Winters
PLST,MOM-66,Meeting of Minds,C,EN,Milivoj Ćeran
PLST,MBS-83,Melira's Keepers,U,EN,Eric Deschamps
PLST,SOM-174,Memnite,U,EN,Svetlin Velinov
PLST,DOM-243,Memorial to Genius,U,EN,James Paick
PLST,CM2-45,Memory Erosion,R,EN,Howard Lyon
PLST,EMA-60,Memory Lapse,C,EN,Greg Staples
PLST,JUD-46,Mental Note,C,EN,Bradley Williams
PLST,2X2-17,Mentor of the Meek,U,EN,Jana Schirmer & Johannes Voss
PLST,GRN-76,Mephitic Vapors,C,EN,Darek Zabrocki
PLST,MMQ-205,Mercadia's Downfall,U,EN,Pete Venters
PLST,ELD-131,Merchant of the Vale // Haggle,C,EN,David Gaillet
PLST,FRF-76,Merciless Executioner,U,EN,David Palumbo
PLST,SOI-123,Merciless Resolve,C,EN,Chase Stone
PLST,RTR-180,Mercurial Chemister,R,EN,Wesley Burt
PLST,EMN-186,Mercurial Geists,U,EN,Lake Hurwitz
PLST,SHM-231,Mercy Killing,U,EN,Dave Kendall
PLST,C15-49,Meren of Clan Nel Toth,M,EN,Mark Winters
PLST,DDT-10,Merfolk Looter,U,EN,Austin Hsu
PLST,RIX-164,Merfolk Mistbinder,U,EN,Clint Cearley
PLST,POR-60,Merfolk of the Pearl Trident,C,EN,DiTerlizzi
PLST,ZEN-55,Merfolk Seastalkers,U,EN,Eric Deschamps
PLST,PLC-56,Merfolk Thaumaturgist,C,EN,Steve Prescott
PLST,DOM-56,Merfolk Trickster,U,EN,Jesper Ejsing
PLST,DMU-138,Meria's Outrider,C,EN,Lius Lasahido
PLST,LRW-73,Merrow Harbinger,U,EN,Steve Prescott
PLST,DOM-27,Mesa Unicorn,C,EN,Winona Nelson
PLST,TOR-69,Mesmeric Fiend,C,EN,Dana Knutson
PLST,CN2-35,Messenger Jays,C,EN,Lars Grant-West
PLST,AER-39,Metallic Rebuke,C,EN,Eric Deschamps
PLST,KLD-221,Metalspinner's Puzzleknot,C,EN,Vincent Proce
PLST,UDS-38,Metathran Elite,U,EN,Jim Nelson
PLST,M19-241,Meteor Golem,U,EN,Lake Hurwitz
PLST,ORI-233,Meteorite,U,EN,Scott Murphy
PLST,M20-66,Metropolis Sprite,C,EN,Scott Chou
PLST,AKH-100,Miasmic Mummy,C,EN,E. M. Gist
PLST,SOK-19,"Michiko Konda, Truth Seeker",R,EN,Christopher Moeller
PLST,ELD-54,Midnight Clock,R,EN,Alexander Forssberg
PLST,BBD-99,Midnight Guard,C,EN,Jason A. Engle
PLST,TSP-204,Might of Old Krosa,U,EN,Una Fricker
PLST,ORI-188,Might of the Masses,C,EN,Johann Bodin
PLST,M19-28,Mighty Leap,C,EN,Sidharth Chaturvedi
PLST,CM2-161,Migratory Route,U,EN,Winona Nelson
PLST,UMA-106,"Mikaeus, the Unhallowed",M,EN,Chris Rahn
PLST,STX-153,"Mila, Crafty Companion // Lukka, Wayward Bonder",M,EN,Kieran Yanner
PLST,M15-69,Military Intelligence,U,EN,Craig J Spearing
PLST,2X2-19,Militia Bugler,C,EN,David Gaillet
